datetime,high,low,average
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 07:18:59,772.47,766.95,769.78
2014-01-01 11:33:48,764.27,764.27,764.27
2014-01-01 12:33:51,768.31,763.19,765.62
2014-01-01 13:33:49,768.93,764.35,766.44
2014-01-01 14:33:09,769.24,766.5,767.73
2014-01-01 15:33:07,768.46,765.45,767.03
2014-01-01 16:32:20,769.33,766.43,767.70
2014-01-01 17:31:41,770.1,766.01,767.82
2014-01-01 18:31:41,770.94,767.86,768.96
2014-01-01 19:31:40,771.93,768.15,769.87
2014-01-01 20:30:42,770.79,763.18,766.80
2014-01-01 21:29:59,770.98,764.96,768.74
2014-01-01 22:29:26,774.19,767.73,772.12
2014-01-01 23:29:21,775.35,769.98,773.28
2014-01-02 00:28:44,775.69,770.95,773.67
2014-01-02 01:27:55,777.01,773.26,774.88
2014-01-02 02:27:02,779.0,773.08,777.00
2014-01-02 03:27:12,778.04,771.44,774.10
2014-01-02 04:26:14,777.79,771.89,775.16
2014-01-02 05:25:32,778.68,773.59,775.78
2014-01-02 06:25:39,776.9,771.15,774.32
2014-01-02 07:24:48,776.93,772.16,774.52
2014-01-02 08:24:50,776.89,772.03,774.16
2014-01-02 09:24:08,776.89,773.07,774.98
2014-01-02 10:23:33,781.86,767.18,773.92
2014-01-02 11:23:28,782.08,768.81,773.54
2014-01-02 12:22:30,771.71,767.42,769.32
2014-01-02 13:22:32,770.27,767.03,768.38
2014-01-02 14:21:50,769.54,766.5,768.24
