231,,USD,,,23.9477
232,,USD,,,23.9
233,,USD,,,23.9
234,,USD,,,24
235,,USD,,,24.248
236,,USD,,,24.37
237,,USD,,,24.43
238,,USD,,,24.611
239,,USD,,,24.4
240,,USD,,,24.4
